Id,SalePrice
500,275139.27930925565
1408,193771.5260551415
331,73190.98537914008
170,149539.5911108912
2192,86027.37352154053
2571,279442.5139703171
2314,175112.73358706813
2647,72934.89780423103
422,410464.0229695443
2457,346010.20196829626
1838,218678.7506226392
2805,252452.88544310082
1645,167340.5053342394
1711,299867.6242669481
2825,257823.8853898616
322,350055.8773542936
2103,262711.2080999499
342,122090.59802295172
600,114180.47113294584
488,185404.12343024506
1725,331118.4335186955
2246,279025.6480971525
2847,165997.74380153045
806,235576.14420219726
530,224531.08115175553
963,187928.76624071863
2678,91229.92414119784
171,79221.57182837807
2401,412208.38023098494
805,227358.42625584442
2259,233922.12308267097
1748,207670.76935602963
1361,123962.06318470433
1677,116132.55187041913
1406,169093.2947890808
2322,257149.1049287789
688,159520.32611283002
143,131543.8878084128
804,208640.66701443936
1214,177499.87352186214
2828,165641.68040297405
1999,204907.93910016323
2467,197181.67727111993
2665,163375.65647869432
1538,318817.3255264438
398,111655.048871485
2822,136127.01360826625
2157,157956.6656700901
1856,188970.4624731038
1269,111332.56311544681
2570,107935.30405211079
2320,247735.633688708
1517,124632.00442711143
2304,110317.72598362056
1312,93155.90405010947
2012,135305.52638177772
506,235705.41476876146
2865,178911.08187280438
2367,106509.58312582238
554,100332.20006864508
238,130907.16367742518
1954,103115.70061338223
2488,149549.9687526299
2291,89381.17282866461
1969,101095.66425090627
2725,167851.0577398464
1482,163980.92489321448
2763,210034.69413535684
503,250613.76038648147
1584,263644.40044023626
1531,163942.11260576645
2210,163263.2386696944
459,348909.90176819335
556,120271.03347865772
1347,131991.86044235775
1290,72456.8215113244
1388,99451.51620660738
1571,293286.04886025214
2754,212670.97024734982
765,149406.4853694687
2494,115072.37713882474
2870,200506.8690045102
7,226224.96893876014
1114,252816.0146844845
2418,275175.0704685956
291,138936.59011692763
18,356694.02885117463
39,376002.7054827382
1001,266801.85180645064
2442,231485.8946419057
616,123132.3491192912
2680,54946.53861484211
1414,122497.87149800258
289,135880.63014021202
40,251701.8301960553
860,129600.73424342778
409,132838.22612778324
673,153052.90287006245
2427,198487.3957758326
2036,195752.9955601007
2564,144257.07312267539
642,180948.47472692834
1008,180709.11202392407
1908,154873.14360575913
2519,223947.72836064483
1369,95330.26422113198
2855,165542.47086706184
712,85756.41265393033
1943,118810.50566456877
1958,126463.42194516082
107,187394.64075621992
2295,209692.4190438306
704,91383.37520260991
676,125208.09409909461
259,179111.5741626109
93,274573.86140708247
106,239362.01159194438
2315,184374.59817109935
1050,98002.1372910398
1095,222946.0115294067
2709,152335.26966218938
758,147983.1374925048
1496,166108.45214604554
2370,116832.31093185504
2458,295524.092982363
2733,137753.95693250842
161,256067.24002875623
726,155782.62160862502
845,214660.5755886164
947,244074.7404253473
2232,112204.22480748518
2563,157937.63933597459
2299,133176.7111336881
211,104792.28956017709
605,173230.01498187124
1478,218274.2169871774
2247,275891.3083184106
2274,217113.38039907816
2869,193547.31933229364
967,212411.12693908365
2656,106462.75619975472
667,216229.34668641002
1042,118009.20571090363
2023,160934.09455081
2447,378928.4840160992
2055,135562.9479569328
2275,305985.8087232322
2204,167645.80656747564
1563,282245.2126567329
483,230880.245318445
796,134886.24463058033
1526,141785.33029705807
2042,162727.4201075974
442,356980.77064559935
1693,330543.7028270901
1468,223296.97487231385
1430,198445.76127098652
2605,172429.56778549735
1529,193839.60325883148
335,126319.60810769354
1287,125687.97400066041
31,100021.00250929773
1785,313846.99667093804
82,153004.5166658113
2620,127925.81533340114
252,192397.86276571214
721,71421.25327948766
2165,192510.59170731914
2316,201170.58020244833
775,136548.226856372
1558,110541.58704522642
17,210874.81318245415
1022,216725.4782134281
925,131385.7910632401
438,284867.3068470143
1270,136079.96684636423
1272,107184.10139610694
215,155243.93736635786
266,230001.97619900963
2402,288674.06774957525
1250,130302.99632738825
1984,121007.51664689135
1279,144203.8231818631
377,227079.3454929928
1252,145438.24415227014
2156,255441.6684359188
499,319051.2118878383
1374,125541.4023294596
2898,225048.7670109727
401,106317.95375418749
2721,177337.13602313198
2078,229517.43498158612
2589,121293.07301011856
1946,227233.42362889988
1334,121439.99440421192
2781,226509.44847243617
431,381770.1339288516
576,217303.6188586333
1474,211485.7122524479
2254,137683.97185042233
2155,282364.189479535
885,115841.00500207827
643,135718.89752783845
1944,119336.40675037935
480,212842.7746161905
2845,91603.73922271832
2387,317751.5898365908
2407,220208.56731035977
2527,171047.38447552992
2514,162298.6994628018
629,181773.21552793423
80,204257.48046830684
1876,133003.874293072
1546,119505.64996606977
2518,170337.59393668838
2347,164569.45031520166
783,231199.85864811382
1322,56597.89561621696
194,72259.92960558474
1770,287023.6986251431
2143,161482.85647306353
1229,222052.23053996777
511,267698.4319439996
46,242050.88474355987
1348,176199.58616537828
2465,196204.3624729924
387,229272.9433831501
873,218690.22937419702
1918,129841.0937434347
2764,244285.54655372968
2184,134950.03611111426
934,148748.4747625458
1920,128534.96279351108
2631,152607.94640246226
1768,494323.8996471319
2040,116604.06917486397
1749,224328.94035893833
834,239200.95009871828
1457,224939.0436513676
79,120485.86501442686
2302,118501.46400779729
1817,137632.52799679144
2755,237500.80614035588
359,185539.78334569605
2059,105033.69413499611
2092,235283.6519845128
2516,215605.92456902686
150,107298.97474876315
1656,157764.29550258006
83,92648.8815809423
2411,196778.98424764018
795,79219.34284962282
2312,222642.47507392778
2917,111790.85437950314
1624,181463.4577957916
2215,260168.0683699298
1211,154235.86301948508
1485,181312.56097745284
1024,185220.30895555878
570,201491.64948879046
2874,141662.2179211708
700,137276.35718071662
2756,217038.2858148193
2022,164830.8926497348
583,227048.82353012645
2392,377338.16858785506
2424,190446.58623431297
212,117323.70043122035
736,123024.00471813892
1610,182528.77177819115
890,117154.40326768118
467,186614.6931944195
578,228024.637700717
1747,206583.4504146855
1149,166880.7984991407
2758,239999.77241189688
857,132959.55600525913
2219,237618.08875785262
733,120500.40221092377
2909,111551.21903860834
1798,252905.1907753024
235,139559.82347125257
2366,131354.85932389757
1027,129104.78385482167
1195,148196.73466537174
1303,24718.93599038385
148,191186.59426106466
608,163661.47654822635
2515,191616.52006262916
821,306515.6616835183
2500,257194.63913605074
745,101195.85787766281
741,121421.87985751237
1611,147366.31828925977
2532,127147.5685196232
1081,238898.60277685718
1692,410338.7111442535
2520,200374.31175467029
276,118256.91547536236
1992,123046.21290705373
663,45084.26052793817
418,128834.40415071681
1733,213307.4667059203
2359,146480.71452147787
253,187461.83575467067
1518,172863.25629585198
2035,134631.21195221582
2919,70045.05323919898
1540,232316.31160240297
2120,138556.72439777554
1674,183956.03764861383
256,149304.78582052796
2361,91880.09304771284
978,77800.84614073174
2280,170485.91825421643
2095,216232.25024928103
1709,326696.1793003694
2801,236486.50980078062
1246,108060.05129935268
2373,110505.08708923463
1055,296543.3769161905
2017,119697.66517201917
1099,280256.4279103184
1344,83553.40337700589
835,197079.68600143408
1117,227333.5143844434
2043,82716.83374670439
2085,121208.05342496408
410,149480.2211036252
2650,110341.70795534946
2867,172848.52104224134
1668,106111.34014177091
1161,171842.15804542473
2122,175739.7116298465
2539,138494.56314093975
1047,134342.44785337677
1445,123571.75592456732
541,127027.31001945774
569,218159.5287256392
1276,127132.3567729783
918,153778.7339574357
326,172223.39974126962
1936,119319.62515329018
895,90883.11804166202
257,152534.45381800845
1241,186446.8657822342
1545,113306.37614985184
1189,174669.403852922
270,156968.18912615042
2066,202201.29519695416
693,109175.08475937952
1259,169931.56286736147
2916,155254.3003407053
2321,288250.90783180157
1977,107935.23850604937
1895,144293.65226207222
1240,167114.58378791227
85,153454.99435630557
1823,130577.75182678892
825,297891.7975107296
110,222092.9657840281
697,118300.00680939101
2297,97377.4897316784
1231,133419.63977715487
1355,128471.87926287334
968,353253.7547429872
584,223794.7348167866
1315,116992.13394231933
1606,147046.82928669703
206,117562.08765197228
1685,372452.1647001717
2016,135027.78522123143
869,206191.66248028353
2135,117855.02974750755
2346,190922.9988475684
2430,245990.29057087936
2198,86682.70135481235
2652,124062.14764809552
27,114745.64737679764
241,173328.01219318112
906,124497.71585446206
1506,128883.89334521987
2098,353715.75926223653
1435,227690.92299149535
2213,141701.8970806855
1274,142983.6378173402
743,46198.044163999526
1737,206689.4254392957
2797,273748.87925061135
2185,82697.43571562965
58,189730.384617442
830,204733.70390915446
808,133226.40716349485
680,153864.88822055585
1153,113248.48529448413
1291,136216.1348525721
1818,168090.4198162667
2161,198080.37381754376
1883,123499.50743871825
350,320118.9726848832
2473,149558.3002916755
295,180986.03560528855
293,198148.86187744097
859,133967.78792600535
288,64483.15720280491
1578,149608.20488994897
102,196803.84322918637
2831,162208.05613449326
1030,162362.4993202843
2551,135185.42842142133
1286,146636.95554333608
958,340991.97193321097
776,134061.67159905506
72,227315.44222974917
2263,266101.59514041507
1866,158624.61586909273
2876,66073.14601296888
2146,243082.0869273498
103,184407.1022585662
1500,157926.60851319061
492,187672.7317396437
167,133427.6924421955
2597,109782.74268681828
2685,99366.09507174371
1035,145265.98074640878
1220,58382.63036718228
2602,151964.2005960707
2159,214715.92381824675
695,155360.40268122937
1109,260421.53923502692
640,193923.9960388575
1652,153064.61097253615
2090,186866.73740854676
1188,179918.29512100018
2345,224606.75325975474
1059,387218.3315032607
2751,229511.52623186278
128,203219.81292429953
1523,202431.9257652881
2925,173261.52430418768
2145,270695.1175645611
1121,215940.55884973097
566,256929.69345508117
565,230119.71099121444
1331,131398.87328685226
2928,113383.94778356039
156,137837.43776462544
797,154339.31590972084
327,83737.43720786613
2859,140228.47627258045
1453,110740.40073810868
1762,324895.48428633483
1868,197407.82478039654
1760,187743.09353756765
1113,241416.51340397535
1812,189713.68613202233
117,152515.52754398034
1142,209311.8892949492
2342,391811.0575074903
927,137491.52061372282
2478,186093.48469659238
655,72962.08965806164
2064,119689.78019107504
369,263429.2240725416
2239,113978.09062467274
2732,213234.74919133444
1653,151359.02137064168
959,235312.70384138933
2395,348985.59047549183
1412,110463.85831903802
271,244414.73790643876
1484,168332.63146161
1497,152202.25385283376
552,172350.301474949
2,111902.78149187322
1855,272835.155519094
4,265930.40999474
2292,166267.46310615426
134,135724.37675386516
646,118821.22705565114
42,324618.3033522256
532,214849.82181903248
713,98824.00777419982
2561,130072.14343916022
2360,139716.03211600508
1333,113630.35548475082
1407,217549.01544571083
2892,293295.94847377716
574,223678.32855607744
1227,184686.6112850442
2591,237956.19962521244
1476,215695.75435337363
1125,273007.2203675471
1446,126587.18086952617
408,106943.96376316788
1101,288684.54818738945
2251,194122.95110493407
373,191034.05868039542
2554,121591.57901603259
2382,257029.30608738097
1985,78369.50180356351
519,226292.9122204616
1093,199559.95834744195
864,250273.51615542662
2889,153873.15305351617
2308,195125.65463666973
986,159844.57635180574
1302,145892.00742111148
585,160082.00552557857
2708,143923.94150110584
147,128288.0781617712
1441,226023.7676776275
383,183361.78235661171
285,163589.47307205552
181,99369.80543089693
358,184707.82772608844
780,172808.35372146685
258,198013.8433475729
1865,213852.3200202987
692,111288.58123861493
2902,330733.11811691604
508,245950.6719168946
2638,130438.50350104047
36,151236.83396479837
611,179238.88127974415
2281,151399.80123458407
1678,139943.14135955973
1696,423398.39449756965
1557,80978.88075027188
2180,161483.31205009908
1726,237953.2226549383
951,152560.41312163416
267,225916.15808204754
2706,131312.22034258588
2221,222899.447425546
1357,171475.5246305432
2901,310116.01910149027
347,182825.99620226596
2164,200770.06168315
1586,305566.15812607843
360,158355.27198024475
1769,242750.65864975512
2617,173080.94036637788
1879,149011.43845294142
991,213101.5692895108
1535,118826.58459279922
1191,154201.23146955238
1579,225091.91263874382
1882,138850.41968158341
1510,124618.4275205989
2196,180481.13590125725
1845,179191.1343756611
2336,381961.7942080598
942,84183.41399511724
861,117452.496910732
2555,101591.52538162163
1392,155663.75253292537
2099,261329.8147262435
1543,122330.64032053691
948,272536.6796955033
1239,155535.82102317683
22,192955.23228515984
2796,234680.0310828155
2747,177266.21289804063
92,280577.7323518607
210,158274.90138394712
1858,222649.467808906
2228,182607.533669823
447,224619.28816764397
827,238005.24724034936
1649,220246.30295604543
682,125265.66283491136
2698,103046.43572163548
494,186339.38089614516
214,92512.94632196774
2441,245625.96265127073
2679,88194.91070813367
1336,127061.47373761449
465,197603.48250146193
1524,137831.1622382959
2543,118369.26397187902
631,129133.8729744521
2452,309587.10503860074
228,178814.0599708173
126,177765.19629651893
1092,239663.0368616598
1122,214768.4494481716
932,212095.7149264268
1980,86991.67288906086
2171,115163.11694539954
551,148666.16013343807
2768,172367.3331851015
2056,103927.49389823068
1159,340527.88838174695
2645,133117.658598636
1174,188807.24118588158
2266,211055.95531242935
2462,360230.25191495253
1219,144623.98075951816
2922,193108.50359728036
118,146297.64729612131
474,185897.81797376752
2576,145627.04938383767
872,291840.31073551334
1077,229502.1824271096
1536,139723.55764313025
1150,130985.86055142208
2341,299905.54933108576
1931,146727.42087932784
2785,127890.24786417847
2538,124310.6325066527
597,206267.19012468884
464,197989.03245872387
233,232546.57945031713
2169,141150.98116196238
2123,179079.4685244685
1867,163415.617011564
137,250523.10415207234
515,231415.34859076783
933,121697.59610424457
2784,171682.04935375857
972,191205.65328053283
599,159094.79812343713
2614,129295.72580563152
2582,156200.80202040635
1409,165673.56181678185
175,89207.70253042897
352,225148.72475045064
976,87934.04955704723
2134,194683.26410515874
984,114565.18046839104
2396,361363.32436786406
1673,153421.3863796391
404,125866.23557021834
607,163531.58480079984
814,172666.11572591524
868,194414.82526692396
2271,207053.2656788167
1633,235394.419536728
337,194314.26109160157
2765,178118.5877361927
1746,249846.38021201215
368,322829.1663150621
2806,206284.06881319656
1662,185435.7104499041
1234,213825.0696235437
1373,132030.25418789205
1672,102808.6140997169
1939,124934.14074617103
